business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count
v-sFF0zhcCB7Afhem1tMWw,Strictly Iron,Westside,613 Greenhurst Rd,Las Vegas,NV,89109,36.165163,-115.253176,5.0,4
rihKlAiPgJa5XcpZ1h9-bw,KFC,Centennial,5930 Centennial Center Blvd,Las Vegas,NV,89149,36.2707001,-115.263,1.5,45
ohRIFrlyLy3GVRgiz3pLnQ,Bose,Downtown,755 S Grand Central Pkwy,Las Vegas,NV,89106,36.1643156,-115.1574463,4.5,6
rx3K_nuvP5HR5j0eays2Sw,Magic Mike Carpet Cleaning,Southeast,"20 E Serene Ave, Unit 303",Las Vegas,NV,89123,36.021346,-115.171679,5.0,3
Oa6ICL2LhQsaKMxaFVzrNA,Ross Dress for Less,Southeast,"2250 E Serene Ave, Eastern Beltway Center",Las Vegas,NV,89123,36.0216548324,-115.120723662,3.0,31
ELdtv4Wog_JR_egzLWVcfQ,ReThink The Ink Laser Tattoo Removal - Las Vegas NV,,7251 West Lake Mead Blvd,Las Vegas,NV,89128,36.1954775747,-115.250243288,5.0,3
UkCVoAhBp-JUCYyld8lE9Q,Hi-Rollers Barber Shop & Shaving Parlor,Downtown,1120 S Maryland Pkwy,Las Vegas,NV,89104,36.1577883648,-115.137740163,4.5,94
3rptIkeGoVRdPF4v6omLOg,Sunless Boutique,The Lakes,9921 Mahogany Grove Ln,Las Vegas,NV,89117,36.1374173,-115.3129313,5.0,20
kqO-dgJ_Ww17qVJXsPTfnw,Golden Cake,Southeast,4455 E Tropicana Ave,Las Vegas,NV,89121,36.0998549,-115.0766815,2.0,4
Nr5Reb9duw8GvZGXkbxsYw,Best Nails,Summerlin,10860 W Charleston Blvd,Las Vegas,NV,89135,36.1612966022,-115.333238096,2.5,48
cGHdjkXa2n9B2apkicdCXQ,The Coffee Bean & Tea Leaf,Summerlin,"10834 W Charleston Blvd, Ste 200",Las Vegas,NV,89135,36.1611321711,-115.331700319,4.0,81
vjLgZg0DH_9xwcujFNb0pA,BJ's Buffet,,4945 W Tropicana Ave,Las Vegas,NV,89103,36.099494,-115.2083645,1.5,35
k2txj_3MKcZb07HbA9G45A,Pole Position Raceway,,4175 S Arville St,Las Vegas,NV,89103,36.1142406,-115.2001559,3.5,134
_X7DZK842wnM4SiiZB0C6A,Dean Industries,,"4205 W Tompkins Ave, Ste 6",Las Vegas,NV,89103,36.1041696,-115.1964104,3.5,7
O3OH5IEFMPtz7mPKakPZ3Q,Japaneiro,Southwest,"7315 W Warm Springs Rd, Ste 170",Las Vegas,NV,89113,36.0552046,-115.2509345,4.5,318
4mzNBWLsX9kjYS-xaJ1a-g,Gamblers Book Club,Southeast,5473 S Eastern Ave,Las Vegas,NV,89119,36.0902814,-115.119207,4.0,5
q7OKOkEK-pgAQNjDiVd4bA,Kilroy's,Westside,1021 S Buffalo Dr,Las Vegas,NV,89162,36.159785,-115.261803,3.0,12
RXVkxU8B9kWGjtkabPdQxg,At The Ready,Southwest,,Las Vegas,NV,89178,36.0326013463,-115.305751869,5.0,26
tqY-YJAb5N3tnJ_9V-6GBw,Paiute Park,Southwest,9347 Cimarron Rd,Las Vegas,NV,89178,36.0171175305,-115.272323526,4.0,6
y-O3h7CV6X6P5ey1ZFcQwA,Murdock Meals,Spring Valley,,Las Vegas,NV,89148,36.0612353,-115.2896852,5.0,6
9CDnXjLYE97L68n7GgLLHQ,"Alan Arnold, MD",Spring Valley,"6460 Medical Center St, Ste 350",Las Vegas,NV,89148,36.071145,-115.290675,3.0,5
RxZaoIXXu8Eqb9RQbd9SMg,"Desert Blue Pool Service, LLC",Spring Valley,9224 W Russell Rd,Las Vegas,NV,89148,36.0876014487,-115.293402672,4.0,5
dGISLd9m-TX3yusugg6uEg,StripTease,Chinatown,3750 S Valley View Blvd,Las Vegas,NV,89103,36.121826,-115.189333,3.0,6
BZLQLRiUZO5Ee2qVlB-Mww,Fit4QOL,Southeast,"6210 Annie Oakley Dr, Ste 103",Las Vegas,NV,89120,36.0759995424,-115.086458705,5.0,3
L2VsOj0i-VMoDAedBCpxBA,Country Club at the Meadows,Westside,300 Promenade Blvd,Las Vegas,NV,89107,36.168741,-115.211532,2.0,3
Qh7uyLS0pc0Aa1uLMsFR1w,Arrow Collision,Chinatown,3855 S Valley View Blvd,Las Vegas,NV,89103,36.1215764,-115.1913212,5.0,7
1_iibQxnp0WhQH2m7kXtng,Anthem Pediatrics,Spring Valley,"6070 S Rainbow Blvd, Ste 10",Las Vegas,NV,89118,36.0786511,-115.2417425,4.0,16
l8marUGARylyNd8yf40iew,Posaré Salon,South Summerlin,"10965 Lavender Hill Dr, Ste 100",Las Vegas,NV,89135,36.1448188547,-115.332281958,4.5,35
sXPuI9cwF8fOe08wedGebw,Hair Addiction,Spring Valley,"9640 W Tropicana Ave, Ste 120",Las Vegas,NV,89147,36.1017696,-115.302372,4.0,22
VvfD3APb-sRGma7Q7457Iw,Fortress Credit Pro,Spring Valley,"9155 W Flamingo Rd, Ste 100",Las Vegas,NV,89147,36.1146393,-115.2916491,4.0,10
cNd3G6WB3D8BUp46UX-J1A,Midway Bar at Hard Rock,Eastside,4455 Paradise Rd,Las Vegas,NV,89169,36.1100828,-115.1538714,3.5,3
xz9o5hoBMtzeBeCmO6Ew7w,Style Furniture,,"2041 N Jones Blvd, Ste 103",Las Vegas,NV,89108,36.1968107,-115.2224115,5.0,12
ILPp2_e6_PcKsHgv2FkuKA,Jiffy Smog,Westside,"6985 W Sahara Ave, Ste 300",Las Vegas,NV,89117,36.1437588675,-115.244378859,3.0,8
eS76100l3h7Ollb5s3_M4A,Mad House Coffee,Southeast,8899 S Eastern Ave,Las Vegas,NV,89123,36.0280675,-115.1189137,4.0,214
juVOz8a9ehjg83Gk51HKVA,Laptop Expert,Southeast,"9400 S Eastern Ave, Ste 107",Las Vegas,NV,89123,36.0184198,-115.1179769,3.0,39
dpL2gSa1HHPeDX1cWdWH4g,Beauty Supply Warehouse,,3310 S Nellis Blvd,Las Vegas,NV,89121,36.1284231,-115.0646565,3.0,11
jh_57byN1RMczrCUFOlOEA,Vegas Good Buys,,,Las Vegas,NV,89109,36.1350121,-115.1714295,5.0,5
UM3pOzBrgUOHcEBahoS4JQ,Budget Car Rental,The Strip,2000 S Las Vegas Blvd,Las Vegas,NV,89104,36.1474086,-115.1553903,2.5,3
YNItN_xHKrxaT-xJIAUqkQ,La Estetica,Westside,1130 S Rainbow Blvd,Las Vegas,NV,89146,36.1584296,-115.2435324,5.0,3
qQQp8UzMhQK0-hZ3Bktbaw,The Gourmet Cake Factory,Westside,1280 S Jones Blvd,Las Vegas,NV,89146,36.157286,-115.223854,4.5,15
Zg8h0RmUHy7Ktel7wOfPfQ,Casino Gaming School,Westside,2218 S Rainbow Blvd,Las Vegas,NV,89146,36.1468327,-115.2429289,5.0,5
-g81bxMqgpfJQHUSDDljjg,WorldMark Las Vegas - Spencer Street,University,4225 Spencer St,Las Vegas,NV,89119,36.1125391,-115.1287325,3.5,19
zYYC8s2vpHeoHSCEwPNkMQ,Bridge Home Inspections,Westside,,Las Vegas,NV,89145,36.1683449,-115.2659777,4.0,23
1YdiQM-3oAQMPlFJbI0e0A,Children's Dental Center,Summerlin,"2085 Village Center Cir, Ste 120",Las Vegas,NV,89134,36.190705,-115.3034435,4.0,11
GBT2NAN_-6PmL_xzabeh7A,Super Liquor Outlet,Southeast,"7620 South Las Vegas Blvd, Ste 150",Las Vegas,NV,89123,36.0512303,-115.1714179,2.5,7
DtjIWUPMdPMgwcxF23xpOQ,"Nicole J Moss, MD",,"2931 N Tenaya Way, Ste 204",Las Vegas,NV,89128,36.214573,-115.2509404,4.5,42
xyCPdlEFLheCWijxIUQT7Q,Magic Bumper Repair,Westside,"3140 Polaris Ave, Ste 12",Las Vegas,NV,89102,36.1323912,-115.1867608,5.0,3
-CdstAUdEvci8GeJG8owpQ,Motors & More,,2315 Highland Dr,Las Vegas,NV,89102,36.1465265,-115.1672613,5.0,7
6fsEuvtwwaX6VnJiWN-k4Q,Mommy 2B Experience,Centennial,"7901 W Tropical Pkwy, Ste 110",Las Vegas,NV,89149,36.2705822,-115.2673642,4.5,16
eBA96iy-lgUGpnQhQyC_dQ,Daulat Medical Center,,"7106 Smoke Ranch Rd, Ste 120",Las Vegas,NV,89128,36.2037373463,-115.247529857,3.5,6
gSR9bmBa0HacSuMX5BIAxg,Marie Callender's Restaurant & Bakery,Westside,8175 W Sahara Ave,Las Vegas,NV,89117,36.1435013,-115.2695428,3.0,77
9ManreFKkAoLAte0oqYvcA,Alphadrone,Westside,8512 W Sahara Ave,Las Vegas,NV,89117,36.1445295,-115.2773,5.0,5
PyKr1RX29U21B8NZqW88qw,The Red Rooster,Southeast,6405 Greyhound Ln,Las Vegas,NV,89136,36.095844,-115.032644,3.5,22
rN3gHTjqx5sOnoUpJ-6jyg,Edge Steakhouse,Eastside,3000 Paradise Rd,Las Vegas,NV,89109,36.1362575,-115.1512526,4.0,54
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,The Strip,"The Forum Shops At Caesars, 3500 Las Vegas Blvd S, Ste G1",Las Vegas,NV,89109,36.1190940945,-115.177009553,4.0,1006
D3wJGU2sSW1E1DDUcllKIQ,Jiffy Lube,Sunrise,4310 E Charleston Blvd,Las Vegas,NV,89104,36.159253,-115.080943,4.0,21
REJPrXEZly4PDQNmiMGI8Q,Robertos Taco Shop,Northwest,"10030 W Cheyenne Ave, Ste130",Las Vegas,NV,89129,36.2186971729,-115.313933321,3.0,51
3zCnPRue9C2O5k7Ed7QGGg,Magic Brows,Northwest,"3250 N Tenaya Way, Ste 102",Las Vegas,NV,89129,36.219859,-115.250331,5.0,26
iAVW3F69bWUxaClsisi2Pw,Vegas Luxury VIP,The Strip,,Las Vegas,NV,89109,36.1313339554,-115.171816446,5.0,3
YQ--LJ7pvjiDSqNv0TuKTQ,Grimaldi's Pizzeria,The Strip,"3327 Las Vegas Blvd S, Ste 2710",Las Vegas,NV,89109,36.1248767264,-115.169034004,4.0,738
flShaixBmJwKkJbSFyYBGw,Houdini Magic Shop,The Strip,3667 Las Vegas Blvd S,Las Vegas,NV,89109,36.1096948,-115.1701624,3.5,13
JDDg0KzpWJOO68PfMqfJbg,LoLo Exotic Home Goods and Jewelry,The Strip,"3623 S Las Vegas Blvd, Ste 222",Las Vegas,NV,89109,36.1141451,-115.1719886,5.0,16
4hG2j_ibsNblDgqei05U_g,Social House,The Strip,"Crystals Mall City Center, 3720 Las Vegas Blvd S",Las Vegas,NV,89158,36.108713,-115.173192,4.0,579
D9gzVEszRvC83V7nbldzUA,Aladdin Bail Bonds,Downtown,"626 S. Las Vegas Blvd., Suite 120",Las Vegas,NV,89101,36.1626582,-115.145356,3.5,3
jXhMBUdrtmZeK9lPD8BksA,Tony Cordell Photography,Eastside,,Las Vegas,NV,89121,36.1076732265,-115.110087256,5.0,9
_XM07jbQGliVPwnAfyyGUA,Yafo Kosher Restaurant,The Strip,3049 S Las Vegas Blvd,Las Vegas,NV,89109,36.1314439,-115.1648858,3.0,4
mgc8BmE6Tdt4MVOy6siZoA,Food Court at Fashion Show Mall,The Strip,3200 S Las Vegas Blvd,Las Vegas,NV,89109,36.1272241,-115.1715512,2.5,36
sPd9YmvS6eSWzTvqowcBXA,Tropical Smoothie Cafe,Eastside,"4503 Paradise Rd, Ste 310",Las Vegas,NV,89169,36.1071249,-115.1526042,3.0,8
JXYeMN_VyIZyrveANnIVpA,Subway,The Strip,2246 Paradise Rd,Las Vegas,NV,89104,36.14409793,-115.15543874,2.5,18
DXn79Dzv8kpsMcNNKZHuRA,Cardenas Market,Westside,4700 Meadows Ln,Las Vegas,NV,89107,36.1715318,-115.204731,4.0,167
0gWg-kqRLEQbhui8b_v2Xw,Hi Scores - Blue Diamond,Southwest,4785 Blue Diamond Rd,Las Vegas,NV,89139,36.032975,-115.2056239,3.5,105
_ouQAO8mIQ3WN4DOmclm5Q,Import Auto Pros,Westside,"4200 W Desert Inn Rd, Ste G",Las Vegas,NV,89102,36.1309296,-115.1965253,5.0,12
892U_SGiBR8UODoxczxvIA,High Class Hookah Shop,Westside,"2400 S Jones Blvd, Ste 15",Las Vegas,NV,89146,36.1455047,-115.2244681,5.0,51
ywFqPwASre0mlVBew_kqOg,Spirit Halloween,Southeast,"9851 S Eastern Ave, Ste 105",Las Vegas,NV,89183,36.0103504976,-115.122584037,2.5,3
PTkQn5GeZbydb3v56SyxsQ,Bonnie Screams,,16395 Bonnie Springs Rd,Las Vegas,NV,89124,36.0620448639,-115.443313866,4.0,8
CUt0uFzXdENsDvHugqDlMQ,Crown Of Thorns Tattoo,Spring Valley,"4235 S Fort Apache Rd, Ste 140",Las Vegas,NV,89147,36.1121815,-115.2980281,5.0,14
KOtqasLVSfAgB7DKmr1kyA,Tire Works Total Car Care,Spring Valley,9590 W. Tropiciana Avenue,Las Vegas,NV,89147,36.1006175,-115.3013989,3.0,50
0K2rKvqdBmiOAUTebcUohQ,Red Rock Canyon Visitor Center,,1000 Scenic Loop Dr,Las Vegas,NV,89161,36.135695,-115.42791,4.5,32
laa0uEuOSH3s1CKmXbu_cQ,Zara,The Strip,3200 S Las Vegas Blvd,Las Vegas,NV,89109,36.1272241,-115.1715512,3.0,60
zx7dFzsCz7e3PhnFVfSFHw,Boulevard Cameras,The Strip,3785 Las Vegas Blvd S,Las Vegas,NV,89109,36.1035296,-115.1723424,2.0,4
Ohy6TtDSeJkVAtIHXP7pMw,Subway,Eastside,"3900 Paradise Rd, Ste P",Las Vegas,NV,89169,36.1181159041,-115.154355116,3.5,7
GfsWCrv1bxR61XX4wyrsCQ,Value Self Storage,Southeast,8020 Las Vegas Blvd S,Las Vegas,NV,89123,36.043894,-115.171073,3.0,8
Piw03nxAXZF86UYaVrDn1g,Sbarro the Italian Eatery,Southeast,7400 Las Vegas Blvd S,Las Vegas,NV,89123,36.0549747,-115.1690569,2.5,3
SnvwmR7Uh5eRJtnHHf5pJg,Dickies Factory Outlet,Southeast,"7400 Las Vegas Blvd S, Ste 140",Las Vegas,NV,89123,36.055227,-115.172345,4.0,7
0aKsGxx7XP2TMs_fn_9xVw,Sweet Ruby Jane Confections,Southeast,"8975 S Eastern Ave, Ste 3-B",Las Vegas,NV,89123,36.0150109357,-115.117794424,4.0,30
nepZ1HPAgBqw0TgJWbSgOA,Sin City Smokers Barbecue and Catering,,2861 N Green Valley Pkwy,Las Vegas,NV,89014,36.0719033672,-115.08327132,4.5,105
3cg9xHj5dmm7wD37yojrcg,Urban Chic,,4845 W Nevso Dr,Las Vegas,NV,89103,36.1128137,-115.20648,4.5,3
tvQ6D_bcId7jfSz_8x_MgQ,Rebel Oil,,5995 W Tropicana Ave,Las Vegas,NV,89103,36.099401,-115.2244918,1.0,4
wvb-37R-9R2geVjnV2NkDg,Too Busy To Clean,,4603 Strunk Ln,Las Vegas,NV,89115,36.2445533,-115.0634107,5.0,3
uhQoPguihcZTo8yp5o2ohw,St. Tropez International Buffet,Westside,9090 Alta Dr,Las Vegas,NV,89145,36.1691108,-115.2913032,2.5,93
Q6kZqLHy-ikjMW-lBCXnKA,Tequileria Grille,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.080609,-115.146624,2.0,25
apS6LUnyoOPJeA5zmkYhLg,Cole Haan,Downtown,"875 S Grand Central Pkwy, Ste 2119, Las Vegas Premium Outlets",Las Vegas,NV,89106,36.1634205,-115.1588431,4.5,13
lv5Bnqlt93NnvNJ2oNcQ8Q,Los Cucos Mexican Cafe,Spring Valley,7315 Arroyo Crossing Pkwy,Las Vegas,NV,89113,36.0618411,-115.2519912,4.0,154
kXbiWx_knxIFonZ_JH7qfg,Code Blue Towing,Sunrise,2820 Ringe Ln,Las Vegas,NV,89156,36.2113472412,-115.059382856,2.0,16
pUX9gzo1Tf4vRv7hX0eP1g,Los Compadres Meat Market,Chinatown,"3655 S Decatur Blvd, Ste 17",Las Vegas,NV,89103,36.1229614452,-115.208503563,4.0,26
G3ozjBO1Em8c9ymbkZeG4A,Advanced Heart & Vascular Specialists,Eastside,4432 S Eastern Ave,Las Vegas,NV,89119,36.108625,-115.118073,2.0,4
5qQw7i7nLfq_Y4a2oeCUrg,Centennial Family Eyecare,Centennial,"7090 N Durango Blvd, Ste 110",Las Vegas,NV,89149,36.2896832,-115.2868474,4.5,43
FUUhJKIoxnnVJnvZxarrlA,Naturally Organic Healing Center,Westside,"1171 S Buffalo Dr, Ste 110",Las Vegas,NV,89117,36.157734,-115.263004,5.0,13
w_A1qFeQ3vOl7o4kdBxPXA,Muse Asian Cuisine & Lounge,Chinatown,"5115 W Spring Mountain Rd, Ste 107",Las Vegas,NV,89146,36.1260441832,-115.211447937,3.5,15
KMzwCDLGEhN8ev4zjkPGbg,"Wishnev Stephanie, MD",Spring Valley,6020 S Jones Blvd,Las Vegas,NV,89118,36.0796746274,-115.224502087,4.0,4
6YQehHZotIhhwO1Obih5MA,Life Science Health Center,Spring Valley,"6332 S Rainbow Blvd, Ste 120",Las Vegas,NV,89118,36.074372,-115.242208,3.5,19
TbUexA0430rXgQ0wnUKR2Q,Select Services,,5541 Cameron St,Las Vegas,NV,89118,36.089262,-115.204385,4.5,21
kihL3ob1VOlAaGNeJ0fClw,Mama Cimino's,Southeast,580 E Windmill Ln,Las Vegas,NV,89123,36.0432632,-115.1502758,2.5,11
RSiKSGe9HZq4cOiUpTWmKg,Bottoms Up Sports Bar & Grill,Eastside,3246 E Desert Inn Rd,Las Vegas,NV,89121,36.129968,-115.102635,3.0,16
oAbPUdAp-7HgJ9hHkanAbA,Edamame Restaurant,,"5570 W Flamingo Rd, Ste 110",Las Vegas,NV,89103,36.1152680289,-115.217166329,3.5,9
dRfcsAi_Zw1Sp-xF5TwGow,Foxtail Plant & Floral,,4001 S Decatur Blvd,Las Vegas,NV,89103,36.116044,-115.209456,4.5,14
INddu5YoHHAOijKVVUHTVg,T - Nails,Anthem,"4110 S Maryland Pkwy, Ste 6",Las Vegas,NV,89119,36.0023650313,-115.107220821,4.0,8
wHp7qBPKSqHG-P8rhRSfEw,Desert Breeze Dental,Spring Valley,"8650 Spring Mountain Rd, Ste 101",Las Vegas,NV,89117,36.1261335,-115.2803937,5.0,18
cmdMI_i2nNLocljzoe2WsA,WestStar Credit Union,Westside,100 S Valley View Blvd,Las Vegas,NV,89107,36.1740595,-115.193258,2.5,10
0sOwP5b_178FkbT_fat8lQ,Vue at Centennial,Centennial,7350 W Centennial Pkwy,Las Vegas,NV,89131,36.2771112,-115.2542682,4.0,6
dJLfFGPhsacApLx3JgAi_w,Canyon View Apartments,,7400 Pirates Cove Rd,Las Vegas,NV,89145,36.1770464,-115.2592978,1.0,3
gWPx4v-yWVfp7h8EcjyzjQ,Gray Line Las Vegas,Southeast,795 E Tropicana,Las Vegas,NV,89119,36.100642,-115.146429,2.0,24
rVZfapnQgyVLsNWA583u-A,Grand Sign Kitchen,Southwest,"7480 S Rainbow Blvd, Ste B",Las Vegas,NV,89139,36.0527369758,-115.242586696,4.0,34
Pu1-MwkF1yPWUH-76zN5wg,Bongiovi Law Firm,Summerlin,"2620 Regatta Dr, Ste 102",Las Vegas,NV,89128,36.2074847,-115.2682033,5.0,6
ucD4zt7QcZ-VspmdKS6PVw,Autozone,,4930 Vegas Dr,Las Vegas,NV,89108,36.1887029,-115.207808,3.5,9
t8bm4ppGEBZG5fBZyzPjtg,Goodwill Industries of Southern Nevada Inc,,3011 N Rainbow Blvd,Las Vegas,NV,89108,36.2138624,-115.2429319,3.0,3
pRmb8_tAP5y4YPt_viL07g,Whole Foods Market,Westside,8855 W Charleston Blvd,Las Vegas,NV,89117,36.1578036,-115.2884249,4.0,213
3PshdJtSwd_poaPL7fIOHg,Counter Cuisine,Westside,"6475 W Charleston Blvd, Ste 130",Las Vegas,NV,89117,36.159221,-115.236737,4.0,6
Delyh_0oCJJGPta5We_SlA,Affordable Technology Repairs,Westside,"2960 S Durango Dr, Ste 113",Las Vegas,NV,89117,36.1355535,-115.277823,5.0,60
vKp4YDDs-UXxFyN0wbczWg,Presidential Shave Shop,Downtown,208 E Sahara Ave,Las Vegas,NV,89104,36.143944,-115.153817,4.5,14
